,drug,SE
0,151,SE601
0,152,SE601
0,153,SE601
0,155,SE601
0,156,SE601
0,157,SE601
0,158,SE601
0,159,SE601
0,160,SE601
0,161,SE601
0,162,SE601
0,163,SE601
0,164,SE601
0,166,SE601
0,168,SE601
0,169,SE601
0,170,SE601
0,171,SE601
0,172,SE601
0,174,SE601
0,175,SE601
0,178,SE601
0,180,SE601
0,182,SE601
0,183,SE601
0,184,SE601
0,186,SE601
0,187,SE601
0,188,SE601
0,189,SE601
0,191,SE601
0,193,SE601
0,194,SE601
0,195,SE601
0,196,SE601
0,197,SE601
0,198,SE601
0,199,SE601
0,200,SE601
0,201,SE601
0,202,SE601
0,203,SE601
0,204,SE601
0,205,SE601
0,206,SE601
0,207,SE601
0,208,SE601
0,209,SE601
0,210,SE601
0,213,SE601
0,214,SE601
0,215,SE601
0,217,SE601
0,218,SE601
0,219,SE601
0,220,SE601
0,222,SE601
0,223,SE601
0,224,SE601
0,225,SE601
0,227,SE601
0,228,SE601
0,230,SE601
0,231,SE601
0,232,SE601
0,233,SE601
0,235,SE601
0,236,SE601
0,237,SE601
0,238,SE601
0,239,SE601
0,240,SE601
0,241,SE601
0,243,SE601
0,244,SE601
0,247,SE601
0,248,SE601
0,249,SE601
0,250,SE601
0,251,SE601
0,252,SE601
0,253,SE601
0,254,SE601
0,255,SE601
0,256,SE601
0,257,SE601
0,258,SE601
0,259,SE601
0,260,SE601
0,261,SE601
0,262,SE601
0,263,SE601
0,265,SE601
0,266,SE601
0,268,SE601
0,269,SE601
0,270,SE601
0,271,SE601
0,275,SE601
0,276,SE601
0,278,SE601
0,279,SE601
0,280,SE601
0,281,SE601
0,282,SE601
0,284,SE601
0,285,SE601
0,286,SE601
0,287,SE601
0,288,SE601
0,289,SE601
0,290,SE601
0,291,SE601
0,292,SE601
0,293,SE601
0,295,SE601
0,296,SE601
0,297,SE601
0,298,SE601
0,299,SE601
0,300,SE601
0,301,SE601
0,302,SE601
0,303,SE601
0,304,SE601
0,305,SE601
0,306,SE601
0,307,SE601
0,308,SE601
0,309,SE601
0,310,SE601
0,311,SE601
0,312,SE601
0,313,SE601
0,314,SE601
0,315,SE601
0,316,SE601
0,319,SE601
0,320,SE601
0,322,SE601
0,323,SE601
0,325,SE601
0,326,SE601
0,327,SE601
0,328,SE601
0,330,SE601
0,331,SE601
0,332,SE601
0,333,SE601
0,334,SE601
0,335,SE601
0,336,SE601
0,338,SE601
0,339,SE601
0,340,SE601
0,341,SE601
0,342,SE601
0,343,SE601
0,345,SE601
0,346,SE601
0,347,SE601
0,348,SE601
0,349,SE601
0,350,SE601
0,351,SE601
0,352,SE601
0,353,SE601
0,354,SE601
0,355,SE601
0,356,SE601
0,357,SE601
0,359,SE601
0,361,SE601
0,362,SE601
0,363,SE601
0,365,SE601
0,366,SE601
0,367,SE601
0,368,SE601
0,369,SE601
0,370,SE601
0,371,SE601
0,373,SE601
0,375,SE601
0,376,SE601
0,377,SE601
0,378,SE601
0,379,SE601
0,380,SE601
0,381,SE601
0,382,SE601
0,383,SE601
0,384,SE601
0,385,SE601
0,386,SE601
0,388,SE601
0,389,SE601
0,390,SE601
0,391,SE601
0,393,SE601
0,394,SE601
0,395,SE601
0,396,SE601
0,400,SE601
0,401,SE601
0,402,SE601
0,403,SE601
0,404,SE601
0,406,SE601
0,407,SE601
0,408,SE601
0,409,SE601
0,411,SE601
0,412,SE601
0,413,SE601
0,414,SE601
0,415,SE601
0,416,SE601
0,417,SE601
0,418,SE601
0,419,SE601
0,421,SE601
0,422,SE601
0,423,SE601
0,425,SE601
0,426,SE601
0,428,SE601
0,429,SE601
0,430,SE601
0,431,SE601
0,432,SE601
0,433,SE601
0,435,SE601
0,436,SE601
0,437,SE601
0,438,SE601
0,439,SE601
0,441,SE601
0,442,SE601
0,443,SE601
0,444,SE601
0,445,SE601
0,446,SE601
0,447,SE601
0,448,SE601
0,449,SE601
0,450,SE601
0,451,SE601
0,452,SE601
0,453,SE601
0,454,SE601
0,456,SE601
0,459,SE601
0,460,SE601
0,461,SE601
0,462,SE601
0,463,SE601
0,464,SE601
0,465,SE601
0,466,SE601
0,468,SE601
0,469,SE601
0,470,SE601
0,471,SE601
0,473,SE601
0,474,SE601
0,475,SE601
0,476,SE601
0,477,SE601
0,478,SE601
0,479,SE601
0,480,SE601
0,481,SE601
0,482,SE601
0,483,SE601
0,484,SE601
0,486,SE601
0,488,SE601
0,489,SE601
0,490,SE601
0,491,SE601
0,492,SE601
0,493,SE601
0,494,SE601
0,495,SE601
0,497,SE601
0,499,SE601
0,500,SE601
0,501,SE601
0,502,SE601
0,503,SE601
0,505,SE601
0,506,SE601
0,507,SE601
0,508,SE601
0,509,SE601
0,513,SE601
0,514,SE601
0,515,SE601
0,516,SE601
0,517,SE601
0,518,SE601
0,519,SE601
0,520,SE601
0,521,SE601
0,522,SE601
0,524,SE601
0,525,SE601
0,526,SE601
0,527,SE601
0,528,SE601
0,529,SE601
0,530,SE601
0,531,SE601
0,532,SE601
0,533,SE601
0,534,SE601
0,535,SE601
0,536,SE601
0,537,SE601
0,538,SE601
0,539,SE601
0,541,SE601
0,542,SE601
0,543,SE601
0,544,SE601
0,547,SE601
0,548,SE601
0,549,SE601
0,550,SE601
0,551,SE601
0,552,SE601
0,555,SE601
0,556,SE601
0,557,SE601
0,558,SE601
0,559,SE601
0,560,SE601
0,561,SE601
0,562,SE601
0,563,SE601
0,564,SE601
0,565,SE601
0,567,SE601
0,569,SE601
0,570,SE601
0,571,SE601
0,572,SE601
0,573,SE601
0,574,SE601
0,575,SE601
0,576,SE601
0,577,SE601
0,578,SE601
0,579,SE601
0,580,SE601
0,582,SE601
0,583,SE601
0,584,SE601
0,585,SE601
0,586,SE601
0,587,SE601
0,590,SE601
0,591,SE601
0,592,SE601
0,593,SE601
0,594,SE601
0,595,SE601
0,597,SE601
0,598,SE601
0,600,SE601
0,601,SE601
0,602,SE601
0,603,SE601
0,604,SE601
0,605,SE601
0,606,SE601
0,607,SE601
0,609,SE601
0,610,SE601
0,611,SE601
0,613,SE601
0,614,SE601
0,615,SE601
0,616,SE601
0,617,SE601
0,618,SE601
0,620,SE601
0,621,SE601
0,622,SE601
0,623,SE601
0,624,SE601
0,625,SE601
0,627,SE601
0,628,SE601
0,629,SE601
0,631,SE601
0,632,SE601
0,633,SE601
0,634,SE601
0,637,SE601
0,638,SE601
0,639,SE601
0,640,SE601
0,641,SE601
0,642,SE601
0,643,SE601
0,644,SE601
0,645,SE601
0,646,SE601
0,648,SE601
0,649,SE601
0,650,SE601
0,651,SE601
0,653,SE601
0,654,SE601
0,655,SE601
0,657,SE601
0,658,SE601
0,659,SE601
0,660,SE601
0,661,SE601
0,662,SE601
0,663,SE601
0,664,SE601
0,665,SE601
0,666,SE601
0,667,SE601
0,669,SE601
0,670,SE601
0,671,SE601
0,672,SE601
0,673,SE601
0,674,SE601
0,675,SE601
0,676,SE601
0,677,SE601
0,678,SE601
0,679,SE601
0,680,SE601
0,681,SE601
0,682,SE601
0,683,SE601
0,684,SE601
0,685,SE601
0,686,SE601
0,687,SE601
0,688,SE601
0,689,SE601
0,690,SE601
0,691,SE601
0,692,SE601
0,694,SE601
0,695,SE601
0,696,SE601
0,697,SE601
0,699,SE601
0,700,SE601
0,701,SE601
0,702,SE601
0,704,SE601
0,705,SE601
0,706,SE601
0,707,SE601
0,708,SE601
0,709,SE601
0,712,SE601
0,713,SE601
0,714,SE601
0,715,SE601
0,716,SE601
0,717,SE601
0,718,SE601
0,719,SE601
0,720,SE601
0,721,SE601
0,722,SE601
0,723,SE601
0,724,SE601
0,725,SE601
0,727,SE601
0,728,SE601
0,729,SE601
0,730,SE601
0,731,SE601
0,732,SE601
0,733,SE601
0,734,SE601
0,735,SE601
0,736,SE601
0,737,SE601
0,738,SE601
0,739,SE601
0,740,SE601
0,741,SE601
0,742,SE601
0,746,SE601
0,747,SE601
0,749,SE601
0,750,SE601
0,751,SE601
0,752,SE601
0,753,SE601
0,755,SE601
0,756,SE601
0,757,SE601
0,758,SE601
0,759,SE601
0,760,SE601
0,761,SE601
0,762,SE601
0,763,SE601
0,764,SE601
0,765,SE601
0,766,SE601
0,767,SE601
0,768,SE601
0,770,SE601
0,771,SE601
0,772,SE601
0,773,SE601
0,774,SE601
0,775,SE601
0,776,SE601
0,777,SE601
0,778,SE601
0,779,SE601
0,780,SE601
0,781,SE601
0,782,SE601
0,783,SE601
0,784,SE601
0,785,SE601
0,786,SE601
0,788,SE601
0,789,SE601
0,790,SE601
0,791,SE601
0,794,SE601
0,795,SE601
0,796,SE601
0,797,SE601
0,798,SE601
0,801,SE601
0,802,SE601
0,803,SE601
0,804,SE601
0,805,SE601
0,807,SE601
0,808,SE601
0,809,SE601
0,810,SE601
0,811,SE601
0,812,SE601
0,813,SE601
0,818,SE601
0,822,SE601
0,823,SE601
0,824,SE601
0,825,SE601
0,826,SE601
0,828,SE601
0,829,SE601
0,830,SE601
0,831,SE601
0,13,SE602
0,24,SE602
0,25,SE602
0,35,SE602
0,40,SE602
0,41,SE602
0,47,SE602
0,62,SE602
0,74,SE602
0,86,SE602
0,89,SE602
0,110,SE602
0,121,SE602
0,133,SE602
0,137,SE602
0,141,SE602
0,160,SE602
0,172,SE602
0,183,SE602
0,194,SE602
0,202,SE602
0,208,SE602
0,213,SE602
0,215,SE602
0,227,SE602
0,237,SE602
0,249,SE602
0,255,SE602
0,257,SE602
0,261,SE602
0,278,SE602
0,291,SE602
0,296,SE602
0,297,SE602
0,315,SE602
0,320,SE602
0,323,SE602
0,331,SE602
0,334,SE602
0,345,SE602
0,348,SE602
0,356,SE602
0,370,SE602
0,371,SE602
0,381,SE602
0,386,SE602
0,407,SE602
0,408,SE602
0,409,SE602
0,411,SE602
0,415,SE602
0,423,SE602
0,435,SE602
0,451,SE602
0,452,SE602
0,454,SE602
0,469,SE602
0,485,SE602
0,490,SE602
0,497,SE602
0,508,SE602
0,530,SE602
0,537,SE602
0,541,SE602
0,551,SE602
0,563,SE602
0,565,SE602
0,573,SE602
0,575,SE602
0,576,SE602
0,580,SE602
0,590,SE602
0,593,SE602
0,594,SE602
0,613,SE602
0,639,SE602
0,650,SE602
0,656,SE602
0,660,SE602
0,672,SE602
0,675,SE602
0,690,SE602
0,693,SE602
0,698,SE602
0,699,SE602
0,704,SE602
0,717,SE602
0,724,SE602
0,728,SE602
0,748,SE602
0,760,SE602
0,766,SE602
0,773,SE602
0,788,SE602
0,792,SE602
0,804,SE602
0,828,SE602
0,5,SE603
0,25,SE603
0,37,SE603
0,49,SE603
0,60,SE603
0,64,SE603
0,93,SE603
0,99,SE603
0,117,SE603
0,134,SE603
0,153,SE603
0,167,SE603
0,185,SE603
0,228,SE603
0,237,SE603
0,243,SE603
0,256,SE603
0,257,SE603
0,259,SE603
0,261,SE603
0,265,SE603
0,266,SE603
0,270,SE603
0,279,SE603
0,290,SE603
0,297,SE603
0,303,SE603
0,304,SE603
0,311,SE603
0,314,SE603
0,333,SE603
0,339,SE603
0,363,SE603
0,386,SE603
0,390,SE603
0,391,SE603
0,417,SE603
0,442,SE603
0,464,SE603
0,466,SE603
0,479,SE603
0,485,SE603
0,493,SE603
0,497,SE603
0,513,SE603
0,527,SE603
0,537,SE603
0,559,SE603
0,568,SE603
0,592,SE603
0,609,SE603
0,615,SE603
0,632,SE603
0,638,SE603
0,648,SE603
0,673,SE603
0,676,SE603
0,690,SE603
0,693,SE603
0,702,SE603
0,713,SE603
0,719,SE603
0,723,SE603
0,724,SE603
0,749,SE603
0,764,SE603
0,771,SE603
0,784,SE603
0,803,SE603
0,821,SE603
0,77,SE604
0,217,SE604
0,248,SE604
0,386,SE605
0,42,SE606
0,48,SE606
0,110,SE606
0,137,SE606
0,167,SE606
0,175,SE606
0,261,SE606
0,338,SE606
0,382,SE606
0,469,SE606
0,472,SE606
0,568,SE606
0,613,SE606
0,665,SE606
0,691,SE606
0,713,SE606
0,821,SE607
0,38,SE608
0,243,SE608
0,252,SE608
0,257,SE608
0,278,SE608
0,363,SE608
0,386,SE608
0,406,SE608
0,417,SE608
0,473,SE608
0,479,SE608
0,481,SE608
0,537,SE608
0,568,SE608
0,592,SE608
0,632,SE608
0,634,SE608
0,648,SE608
0,676,SE608
0,690,SE608
0,723,SE608
0,727,SE608
0,764,SE608
0,777,SE608
0,780,SE608
0,821,SE608
0,1,SE609
0,2,SE609
0,4,SE609
0,5,SE609
0,9,SE609
0,10,SE609
0,11,SE609
0,13,SE609
0,18,SE609
0,19,SE609
0,20,SE609
0,24,SE609
0,25,SE609
0,28,SE609
0,30,SE609
0,33,SE609
0,34,SE609
0,35,SE609
0,36,SE609
0,40,SE609
0,45,SE609
0,46,SE609
0,47,SE609
0,50,SE609
0,54,SE609
0,56,SE609
0,57,SE609
0,58,SE609
0,59,SE609
0,61,SE609
0,62,SE609
0,63,SE609
0,66,SE609
0,67,SE609
0,69,SE609
0,75,SE609
0,77,SE609
0,80,SE609
0,83,SE609
0,89,SE609
0,90,SE609
0,91,SE609
0,92,SE609
0,95,SE609
0,98,SE609
0,99,SE609
0,101,SE609
0,103,SE609
0,104,SE609
0,106,SE609
0,107,SE609
0,109,SE609
0,110,SE609
0,117,SE609
0,122,SE609
0,123,SE609
0,124,SE609
0,125,SE609
0,130,SE609
0,131,SE609
0,134,SE609
0,137,SE609
0,141,SE609
0,143,SE609
0,145,SE609
0,146,SE609
0,150,SE609
0,155,SE609
0,158,SE609
0,161,SE609
0,168,SE609
0,170,SE609
0,174,SE609
0,181,SE609
0,184,SE609
0,189,SE609
0,199,SE609
0,201,SE609
0,203,SE609
0,209,SE609
0,213,SE609
0,218,SE609
0,220,SE609
0,222,SE609
0,227,SE609
0,229,SE609
0,230,SE609
0,231,SE609
0,232,SE609
0,233,SE609
0,235,SE609
0,236,SE609
0,237,SE609
0,240,SE609
0,241,SE609
0,243,SE609
0,247,SE609
0,252,SE609
0,259,SE609
0,260,SE609
0,261,SE609
0,266,SE609
0,267,SE609
0,270,SE609
0,276,SE609
0,280,SE609
0,282,SE609
0,286,SE609
0,287,SE609
0,289,SE609
0,290,SE609
0,291,SE609
0,292,SE609
0,293,SE609
0,296,SE609
0,297,SE609
0,299,SE609
0,303,SE609
0,310,SE609
0,311,SE609
0,312,SE609
0,313,SE609
0,315,SE609
0,316,SE609
0,320,SE609
0,322,SE609
0,330,SE609
0,332,SE609
0,334,SE609
0,336,SE609
0,339,SE609
0,341,SE609
0,343,SE609
0,345,SE609
0,346,SE609
0,348,SE609
0,350,SE609
0,354,SE609
0,361,SE609
0,363,SE609
0,367,SE609
0,368,SE609
0,370,SE609
0,375,SE609
0,379,SE609
0,386,SE609
0,389,SE609
0,390,SE609
0,392,SE609
0,395,SE609
0,401,SE609
0,405,SE609
0,408,SE609
0,411,SE609
0,413,SE609
0,415,SE609
0,416,SE609
0,417,SE609
0,425,SE609
0,426,SE609
0,433,SE609
0,434,SE609
0,435,SE609
0,442,SE609
0,449,SE609
0,454,SE609
0,455,SE609
0,461,SE609
0,462,SE609
0,464,SE609
0,465,SE609
0,469,SE609
0,472,SE609
0,478,SE609
0,479,SE609
0,480,SE609
0,482,SE609
0,483,SE609
0,484,SE609
0,485,SE609
0,497,SE609
0,498,SE609
0,499,SE609
0,503,SE609
0,516,SE609
0,517,SE609
0,521,SE609
0,524,SE609
0,526,SE609
0,527,SE609
0,529,SE609
0,530,SE609
0,532,SE609
0,535,SE609
0,537,SE609
0,538,SE609
0,539,SE609
0,542,SE609
0,549,SE609
0,551,SE609
0,555,SE609
0,557,SE609
0,562,SE609
0,563,SE609
0,564,SE609
0,565,SE609
0,569,SE609
0,570,SE609
0,572,SE609
0,575,SE609
0,576,SE609
0,577,SE609
0,578,SE609
0,585,SE609
0,586,SE609
0,589,SE609
0,590,SE609
0,592,SE609
0,599,SE609
0,606,SE609
0,607,SE609
0,611,SE609
0,613,SE609
0,614,SE609
0,615,SE609
0,616,SE609
0,618,SE609
0,620,SE609
0,624,SE609
0,627,SE609
0,631,SE609
0,632,SE609
0,639,SE609
0,641,SE609
0,645,SE609
0,650,SE609
0,655,SE609
0,657,SE609
0,661,SE609
0,662,SE609
0,663,SE609
0,664,SE609
0,665,SE609
0,666,SE609
0,667,SE609
0,670,SE609
0,673,SE609
0,674,SE609
0,675,SE609
0,676,SE609
0,678,SE609
0,686,SE609
0,687,SE609
0,688,SE609
0,689,SE609
0,690,SE609
0,693,SE609
0,704,SE609
0,708,SE609
0,713,SE609
0,717,SE609
0,719,SE609
0,722,SE609
0,723,SE609
0,725,SE609
0,727,SE609
0,728,SE609
0,731,SE609
0,732,SE609
0,736,SE609
0,746,SE609
0,753,SE609
0,759,SE609
0,760,SE609
0,762,SE609
0,763,SE609
0,764,SE609
0,768,SE609
0,774,SE609
0,775,SE609
0,781,SE609
0,782,SE609
0,783,SE609
0,785,SE609
0,788,SE609
0,789,SE609
0,792,SE609
0,803,SE609
0,805,SE609
0,807,SE609
0,811,SE609
0,821,SE609
0,822,SE609
0,824,SE609
0,829,SE609
0,11,SE610
0,13,SE610
0,24,SE610
0,25,SE610
0,34,SE610
0,35,SE610
0,41,SE610
0,48,SE610
0,50,SE610
0,59,SE610
0,62,SE610
0,67,SE610
0,84,SE610
0,91,SE610
0,110,SE610
0,137,SE610
0,163,SE610
0,184,SE610
0,203,SE610
0,259,SE610
0,271,SE610
0,278,SE610
0,280,SE610
0,297,SE610
0,320,SE610
0,323,SE610
0,334,SE610
0,345,SE610
0,346,SE610
0,357,SE610
0,361,SE610
0,381,SE610
0,386,SE610
0,408,SE610
0,411,SE610
0,419,SE610
0,425,SE610
0,435,SE610
0,445,SE610
0,454,SE610
0,469,SE610
0,498,SE610
0,503,SE610
0,518,SE610
0,564,SE610
0,570,SE610
0,575,SE610
0,578,SE610
0,590,SE610
0,597,SE610
0,613,SE610
0,615,SE610
0,618,SE610
0,659,SE610
0,675,SE610
0,678,SE610
0,680,SE610
0,683,SE610
0,689,SE610
0,704,SE610
0,725,SE610
0,728,SE610
0,731,SE610
0,762,SE610
0,767,SE610
0,773,SE610
0,781,SE610
0,792,SE610
0,807,SE610
0,24,SE611
0,25,SE611
0,33,SE611
0,34,SE611
0,41,SE611
0,51,SE611
0,60,SE611
0,82,SE611
0,84,SE611
0,87,SE611
0,91,SE611
0,137,SE611
0,158,SE611
0,213,SE611
0,222,SE611
0,240,SE611
0,246,SE611
0,247,SE611
0,271,SE611
0,282,SE611
0,303,SE611
0,323,SE611
0,338,SE611
0,340,SE611
0,357,SE611
0,371,SE611
0,382,SE611
0,385,SE611
0,386,SE611
0,393,SE611
0,398,SE611
0,411,SE611
0,435,SE611
0,464,SE611
0,472,SE611
0,490,SE611
0,498,SE611
0,499,SE611
0,509,SE611
0,526,SE611
0,537,SE611
0,539,SE611
0,556,SE611
0,564,SE611
0,584,SE611
0,585,SE611
0,587,SE611
0,613,SE611
0,615,SE611
0,617,SE611
0,632,SE611
0,660,SE611
0,663,SE611
0,689,SE611
0,690,SE611
0,705,SE611
0,709,SE611
0,724,SE611
0,762,SE611
0,781,SE611
0,792,SE611
0,801,SE611
0,802,SE611
0,807,SE611
0,811,SE611
0,83,SE612
0,464,SE612
0,503,SE612
0,345,SE613
0,575,SE613
0,215,SE614
0,620,SE614
0,641,SE614
0,794,SE614
0,14,SE615
0,24,SE615
0,34,SE615
0,35,SE615
0,50,SE615
0,89,SE615
0,91,SE615
0,137,SE615
0,174,SE615
0,213,SE615
0,229,SE615
0,247,SE615
0,271,SE615
0,280,SE615
0,305,SE615
0,330,SE615
0,334,SE615
0,361,SE615
0,381,SE615
0,406,SE615
0,416,SE615
0,435,SE615
0,469,SE615
0,549,SE615
0,564,SE615
0,575,SE615
0,600,SE615
0,613,SE615
0,675,SE615
0,717,SE615
0,731,SE615
0,762,SE615
0,789,SE615
0,792,SE615
0,803,SE615
0,0,SE616
0,1,SE616
0,7,SE616
0,17,SE616
0,20,SE616
0,21,SE616
0,30,SE616
0,31,SE616
0,37,SE616
0,38,SE616
0,39,SE616
0,41,SE616
0,42,SE616
0,43,SE616
0,45,SE616
0,49,SE616
0,50,SE616
0,58,SE616
0,59,SE616
0,64,SE616
0,71,SE616
0,72,SE616
0,76,SE616
0,78,SE616
0,82,SE616
0,83,SE616
0,84,SE616
0,86,SE616
0,87,SE616
0,89,SE616
0,93,SE616
0,96,SE616
0,98,SE616
0,99,SE616
0,101,SE616
0,102,SE616
0,104,SE616
0,105,SE616
0,111,SE616
0,113,SE616
0,116,SE616
0,117,SE616
0,121,SE616
0,127,SE616
0,135,SE616
0,138,SE616
0,139,SE616
0,152,SE616
0,156,SE616
0,161,SE616
0,162,SE616
0,168,SE616
0,169,SE616
0,174,SE616
0,178,SE616
0,180,SE616
0,183,SE616
0,184,SE616
0,185,SE616
0,202,SE616
0,203,SE616
0,209,SE616
0,228,SE616
0,231,SE616
0,236,SE616
0,239,SE616
0,240,SE616
0,249,SE616
0,251,SE616
0,252,SE616
0,253,SE616
0,255,SE616
0,257,SE616
0,261,SE616
0,265,SE616
0,266,SE616
0,268,SE616
0,278,SE616
0,281,SE616
0,282,SE616
0,284,SE616
0,285,SE616
0,287,SE616
0,296,SE616
0,297,SE616
0,302,SE616
0,304,SE616
0,305,SE616
0,306,SE616
0,307,SE616
0,327,SE616
0,331,SE616
0,333,SE616
0,336,SE616
0,342,SE616
0,346,SE616
0,351,SE616
0,352,SE616
0,356,SE616
0,363,SE616
0,366,SE616
0,375,SE616
0,377,SE616
0,379,SE616
0,380,SE616
0,385,SE616
0,389,SE616
0,390,SE616
0,391,SE616
0,393,SE616
0,400,SE616
0,409,SE616
0,411,SE616
0,423,SE616
0,429,SE616
0,437,SE616
0,438,SE616
0,445,SE616
0,446,SE616
0,449,SE616
0,452,SE616
0,456,SE616
0,459,SE616
0,462,SE616
0,472,SE616
0,474,SE616
0,485,SE616
0,487,SE616
0,493,SE616
0,495,SE616
0,497,SE616
0,498,SE616
0,500,SE616
0,502,SE616
0,506,SE616
0,508,SE616
0,514,SE616
0,515,SE616
0,528,SE616
0,531,SE616
0,541,SE616
0,548,SE616
0,555,SE616
0,556,SE616
0,564,SE616
0,565,SE616
0,568,SE616
0,572,SE616
0,573,SE616
0,591,SE616
0,602,SE616
0,607,SE616
0,609,SE616
0,614,SE616
0,615,SE616
0,622,SE616
0,627,SE616
0,632,SE616
0,633,SE616
0,637,SE616
0,648,SE616
0,649,SE616
0,650,SE616
0,653,SE616
0,658,SE616
0,659,SE616
0,665,SE616
0,667,SE616
0,671,SE616
0,673,SE616
0,678,SE616
0,689,SE616
0,691,SE616
0,693,SE616
0,706,SE616
0,707,SE616
0,719,SE616
0,727,SE616
0,739,SE616
0,748,SE616
0,749,SE616
0,751,SE616
0,760,SE616
0,765,SE616
0,766,SE616
0,773,SE616
0,778,SE616
0,780,SE616
0,783,SE616
0,788,SE616
0,789,SE616
0,794,SE616
0,797,SE616
0,800,SE616
0,803,SE616
0,804,SE616
0,805,SE616
0,806,SE616
0,813,SE616
0,818,SE616
0,821,SE616
0,825,SE616
0,826,SE616
0,828,SE616
0,830,SE616
0,75,SE617
0,324,SE617
0,345,SE617
0,542,SE617
0,575,SE617
0,48,SE618
0,88,SE618
0,117,SE618
0,137,SE618
0,159,SE618
0,282,SE618
0,578,SE618
0,597,SE618
0,690,SE618
0,792,SE618
0,794,SE618
0,7,SE619
0,47,SE619
0,88,SE619
0,129,SE619
0,215,SE619
0,227,SE619
0,320,SE619
0,345,SE619
0,356,SE619
0,366,SE619
0,370,SE619
0,409,SE619
0,454,SE619
0,498,SE619
0,503,SE619
0,575,SE619
0,641,SE619
0,689,SE619
0,691,SE619
0,724,SE619
0,732,SE619
0,750,SE619
0,760,SE619
0,2,SE620
0,24,SE620
0,28,SE620
0,35,SE620
0,45,SE620
0,47,SE620
0,49,SE620
0,53,SE620
0,57,SE620
0,65,SE620
0,67,SE620
0,83,SE620
0,85,SE620
0,88,SE620
0,91,SE620
0,92,SE620
0,98,SE620
0,100,SE620
0,101,SE620
0,106,SE620
0,124,SE620
0,126,SE620
0,146,SE620
0,162,SE620
0,168,SE620
0,170,SE620
0,184,SE620
0,199,SE620
0,215,SE620
0,222,SE620
0,229,SE620
0,231,SE620
0,237,SE620
0,241,SE620
0,260,SE620
0,261,SE620
0,276,SE620
0,286,SE620
0,298,SE620
0,303,SE620
0,312,SE620
0,316,SE620
0,320,SE620
0,339,SE620
0,341,SE620
0,343,SE620
0,345,SE620
0,350,SE620
0,361,SE620
0,379,SE620
0,392,SE620
0,406,SE620
0,426,SE620
0,434,SE620
0,442,SE620
0,455,SE620
0,459,SE620
0,471,SE620
0,483,SE620
0,497,SE620
0,498,SE620
0,516,SE620
0,517,SE620
0,527,SE620
0,535,SE620
0,558,SE620
0,569,SE620
0,575,SE620
0,589,SE620
0,606,SE620
0,611,SE620
0,620,SE620
0,621,SE620
0,664,SE620
0,669,SE620
0,675,SE620
0,676,SE620
0,677,SE620
0,678,SE620
0,690,SE620
0,723,SE620
0,724,SE620
0,732,SE620
0,736,SE620
0,738,SE620
0,763,SE620
0,767,SE620
0,770,SE620
0,829,SE620
0,733,SE621
0,84,SE622
0,137,SE622
0,213,SE622
0,330,SE622
0,386,SE622
0,409,SE622
0,469,SE622
0,549,SE622
0,613,SE622
0,641,SE622
0,803,SE623
0,3,SE624
0,5,SE624
0,11,SE624
0,20,SE624
0,24,SE624
0,42,SE624
0,46,SE624
0,49,SE624
0,53,SE624
0,66,SE624
0,71,SE624
0,78,SE624
0,82,SE624
0,85,SE624
0,99,SE624
0,124,SE624
0,126,SE624
0,135,SE624
0,153,SE624
0,164,SE624
0,183,SE624
0,191,SE624
0,192,SE624
0,200,SE624
0,205,SE624
0,223,SE624
0,235,SE624
0,260,SE624
0,268,SE624
0,269,SE624
0,275,SE624
0,278,SE624
0,289,SE624
0,292,SE624
0,316,SE624
0,331,SE624
0,337,SE624
0,343,SE624
0,353,SE624
0,356,SE624
0,367,SE624
0,371,SE624
0,373,SE624
0,375,SE624
0,381,SE624
0,385,SE624
0,393,SE624
0,401,SE624
0,405,SE624
0,406,SE624
0,415,SE624
0,416,SE624
0,426,SE624
0,455,SE624
0,480,SE624
0,483,SE624
0,484,SE624
0,503,SE624
0,509,SE624
0,532,SE624
0,541,SE624
0,558,SE624
0,571,SE624
0,607,SE624
0,610,SE624
0,624,SE624
0,625,SE624
0,631,SE624
0,641,SE624
0,653,SE624
0,664,SE624
0,670,SE624
0,673,SE624
0,674,SE624
0,699,SE624
0,738,SE624
0,758,SE624
0,770,SE624
0,774,SE624
0,783,SE624
0,785,SE624
0,786,SE624
0,802,SE624
0,807,SE624
0,5,SE625
0,24,SE625
0,25,SE625
0,28,SE625
0,34,SE625
0,36,SE625
0,41,SE625
0,45,SE625
0,47,SE625
0,53,SE625
0,62,SE625
0,75,SE625
0,83,SE625
0,85,SE625
0,88,SE625
0,89,SE625
0,97,SE625
0,99,SE625
0,110,SE625
0,137,SE625
0,146,SE625
0,158,SE625
0,168,SE625
0,184,SE625
0,186,SE625
0,189,SE625
0,213,SE625
0,217,SE625
0,229,SE625
0,231,SE625
0,247,SE625
0,248,SE625
0,252,SE625
0,270,SE625
0,271,SE625
0,280,SE625
0,281,SE625
0,292,SE625
0,296,SE625
0,313,SE625
0,320,SE625
0,334,SE625
0,345,SE625
0,346,SE625
0,356,SE625
0,370,SE625
0,386,SE625
0,392,SE625
0,406,SE625
0,411,SE625
0,423,SE625
0,426,SE625
0,433,SE625
0,454,SE625
0,465,SE625
0,469,SE625
0,498,SE625
0,503,SE625
0,517,SE625
0,524,SE625
0,525,SE625
0,532,SE625
0,539,SE625
0,555,SE625
0,557,SE625
0,563,SE625
0,564,SE625
0,565,SE625
